timestamp,pm25,pm25_0,pm25_1,pm25_2,pm25_3,cal_pm25_0,cal_pm25_1,cal_pm25_2,cal_pm25_3
1605225610,28.022222222222222,67.0,0.0,87.0,55.0,32.321617,22.548115,38.29143,33.916412
1605225611,28.024444444444445,67.0,0.0,87.0,55.0,32.321617,22.548115,38.29143,33.916412
1605225612,28.026666666666667,67.0,0.0,87.0,56.0,32.321617,22.548115,38.29143,34.18955
1605225613,28.02888888888889,67.0,0.0,87.0,56.0,32.321617,22.548115,38.29143,34.18955
1605225614,28.031111111111112,67.0,0.0,87.0,56.0,32.321617,22.548115,38.29143,34.18955
1605225615,28.033333333333335,67.0,0.0,86.0,56.0,32.321617,22.548115,39.89314,34.18955
1605225616,28.035555555555554,67.0,0.0,85.0,56.0,32.321617,22.548115,42.77233,34.18955
1605225617,28.037777777777777,67.0,0.0,85.0,56.0,32.321617,22.548115,42.77233,34.18955
1605225618,28.04,67.0,0.0,84.0,56.0,32.321617,22.548115,45.098167,34.18955
1605225619,28.04222222222222,67.0,0.0,83.0,56.0,32.321617,22.548115,45.248238,34.18955
1605225620,28.044444444444444,67.0,0.0,82.0,56.0,32.321617,22.548115,44.905525,34.18955
1605225621,28.046666666666667,67.0,0.0,82.0,56.0,32.321617,22.548115,44.905525,34.18955
1605225622,28.04888888888889,67.0,0.0,81.0,56.0,32.321617,22.548115,45.1643,34.18955
1605225623,28.051111111111112,67.0,0.0,81.0,57.0,32.321617,22.548115,45.1643,33.491974
1605225624,28.053333333333335,68.0,0.0,81.0,58.0,32.382782,22.548115,45.1643,32.469997
1605225625,28.055555555555557,69.0,0.0,81.0,58.0,34.436737,22.548115,45.1643,32.469997
1605225626,28.057777777777776,69.0,0.0,81.0,59.0,34.436737,22.548115,45.1643,35.05255
1605225627,28.06,70.0,0.0,81.0,60.0,36.67529,22.548115,45.1643,37.60658
1605225628,28.06222222222222,70.0,0.0,81.0,60.0,36.67529,22.548115,45.1643,37.60658
1605225629,28.064444444444444,70.0,0.0,81.0,61.0,36.67529,22.548115,45.1643,37.268562
1605225630,28.066666666666666,71.0,0.0,80.0,61.0,37.077995,22.548115,43.38186,37.268562
1605225631,28.06888888888889,72.0,0.0,80.0,61.0,39.054832,22.548115,43.38186,37.268562
1605225632,28.07111111111111,72.0,0.0,80.0,61.0,39.054832,22.548115,43.38186,37.268562
1605225633,28.073333333333334,72.0,0.0,79.0,60.0,39.054832,22.548115,42.937374,37.60658
1605225634,28.075555555555557,71.0,0.0,79.0,59.0,37.077995,22.548115,42.937374,35.05255
1605225635,28.07777777777778,71.0,0.0,79.0,59.0,37.077995,22.548115,42.937374,35.05255
1605225636,28.08,70.0,0.0,79.0,58.0,36.67529,22.548115,42.937374,32.469997
1605225637,28.08222222222222,70.0,0.0,80.0,57.0,36.67529,22.548115,43.38186,33.491974
1605225638,28.084444444444443,68.0,0.0,80.0,56.0,32.382782,22.548115,43.38186,34.18955
1605225639,28.086666666666666,68.0,0.0,81.0,56.0,32.382782,22.548115,45.1643,34.18955
1605225640,28.08888888888889,66.0,0.0,81.0,55.0,33.913273,22.548115,45.1643,33.916412
1605225641,28.09111111111111,66.0,0.0,82.0,53.0,33.913273,22.548115,44.905525,35.46184
1605225642,28.093333333333334,65.0,0.0,82.0,53.0,37.082943,22.548115,44.905525,35.46184
1605225643,28.095555555555556,64.0,0.0,83.0,53.0,37.405552,22.548115,45.248238,35.46184
1605225644,28.09777777777778,64.0,0.0,83.0,52.0,37.405552,22.548115,45.248238,28.386606
1605225645,28.1,63.0,0.0,83.0,52.0,36.926502,22.548115,45.248238,28.386606
1605225646,28.102222222222224,63.0,0.0,83.0,52.0,36.926502,22.548115,45.248238,28.386606
1605225647,28.104444444444443,63.0,0.0,82.0,53.0,36.926502,22.548115,44.905525,35.46184
1605225648,28.106666666666666,63.0,0.0,82.0,53.0,36.926502,22.548115,44.905525,35.46184
1605225649,28.108888888888888,63.0,0.0,81.0,53.0,36.926502,22.548115,45.1643,35.46184
1605225650,28.11111111111111,64.0,0.0,81.0,54.0,37.405552,22.548115,45.1643,35.961464
1605225651,28.113333333333333,64.0,0.0,81.0,55.0,37.405552,22.548115,45.1643,33.916412
1605225652,28.115555555555556,64.0,0.0,81.0,55.0,37.405552,22.548115,45.1643,33.916412
1605225653,28.11777777777778,64.0,0.0,80.0,56.0,37.405552,22.548115,43.38186,34.18955
1605225654,28.12,65.0,0.0,81.0,56.0,37.082943,22.548115,45.1643,34.18955
1605225655,28.122222222222224,65.0,0.0,80.0,56.0,37.082943,22.548115,43.38186,34.18955
1605225656,28.124444444444446,65.0,0.0,81.0,56.0,37.082943,22.548115,45.1643,34.18955
1605225657,28.126666666666665,65.0,0.0,81.0,56.0,37.082943,22.548115,45.1643,34.18955
1605225658,28.128888888888888,66.0,0.0,81.0,56.0,33.913273,22.548115,45.1643,34.18955
1605225659,28.13111111111111,66.0,0.0,81.0,56.0,33.913273,22.548115,45.1643,34.18955
1605225660,28.133333333333333,66.0,0.0,81.0,56.0,33.913273,22.548115,45.1643,34.18955
1605225661,28.135555555555555,65.0,0.0,81.0,57.0,37.082943,22.548115,45.1643,33.491974
1605225662,28.137777777777778,65.0,0.0,83.0,57.0,37.082943,22.548115,45.248238,33.491974
1605225663,28.14,65.0,0.0,84.0,59.0,37.082943,22.548115,45.098167,35.05255
1605225664,28.142222222222223,65.0,0.0,85.0,60.0,37.082943,22.548115,42.77233,37.60658
1605225665,28.144444444444446,65.0,0.0,86.0,60.0,37.082943,22.548115,39.89314,37.60658
1605225666,28.14666666666667,65.0,0.0,87.0,63.0,37.082943,22.548115,38.29143,36.926502
